title,title_tokens,title_total,abstract_count,abstract_relative,abstract_tokens,sent_0_count,sent_1_count,sent_2_count,sent_3_count,sent_4_count,sent_5_count,sent_6_count,sent_7_count,sent_8_count,sent_9_count
The variance of the average depth of a pure birth process converges to 7,"['birth', 'pure', 'process', 'average', 'the', 'converges', '7', 'depth', 'variance']",9,7,0.7777777777777778,"['birth', 'pure', 'process', 'average', 'converges', 'depth', 'variance']",0.4444444444444444,0.4444444444444444,0.3333333333333333,-,-,-,-,-,-,-
Constraint Propagation of $C^2$-adjusted Formulation II --- Another  Recipe for Robust Baumgarte-Shapiro-Shibata-Nakamura Evolution System ---,"['baumgarte-shapiro-shibata-nakamura', 'constraint', 'recipe', 'formulation', 'propagation', 'another', '-adjusted', 'system', '$C^2$', '--', 'ii', 'robust', 'evolution']",13,7,0.5384615384615384,"['baumgarte-shapiro-shibata-nakamura', 'constraint', '-adjusted', 'system', '$C^2$', 'robust', 'evolution']",0.38461538461538464,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,-,-,-,-,-
Improper Colourings inspired by Hadwiger's Conjecture,"['improper', ""'s"", 'colourings', 'conjecture', 'inspired', 'hadwiger']",6,4,0.6666666666666666,"[""'s"", 'colourings', 'conjecture', 'hadwiger']",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
Two-dimensional electron gas as a sensitive noise detector,"['sensitive', 'noise', 'electron', 'detector', 'gas', 'two-dimensional']",6,2,0.3333333333333333,"['noise', 'electron']",0.16666666666666666,0.16666666666666666,0.0,-,-,-,-,-,-,-
Quantum symmetries and exceptional collections,"['exceptional', 'symmetries', 'collections', 'quantum']",4,2,0.5,"['symmetries', 'quantum']",0.5,0.0,-,-,-,-,-,-,-,-
Designing an FPGA Synthesizable Computer Vision Algorithm to Detect the  Greening of Potatoes,"['designing', 'fpga', 'detect', 'algorithm', 'greening', 'vision', 'synthesizable', 'computer', 'potatoes']",9,5,0.5555555555555556,"['fpga', 'algorithm', 'greening', 'vision', 'computer']",0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,-,-,-
Alternative Form of Predictor Based Identification of LPV-SS Models with  Innovation Noise,"['predictor', 'innovation', 'based', 'noise', 'form', 'lpv-ss', 'models', 'alternative', 'identification']",9,5,0.5555555555555556,"['predictor', 'innovation', 'based', 'form', 'lpv-ss']",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,-,-,-
Pre-Flare Dynamics of Sunspot Groups,"['dynamics', 'pre-flare', 'groups', 'sunspot']",4,2,0.5,"['pre-flare', 'sunspot']",0.25,0.25,0.25,0.0,0.0,0.0,-,-,-,-
On the Physical Design of Molecular Communication Receiver Based on  Nanoscale Biosensors,"['based', 'design', 'receiver', 'on', 'communication', 'nanoscale', 'physical', 'molecular', 'biosensors']",9,7,0.7777777777777778,"['based', 'design', 'receiver', 'communication', 'nanoscale', 'physical', 'molecular']",0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
A multifractal formalism for Hewitt-Stromberg measures,"['hewitt-stromberg', 'formalism', 'a', 'measures', 'multifractal']",5,4,0.8,"['hewitt-stromberg', 'formalism', 'measures', 'multifractal']",0.8,0.4,-,-,-,-,-,-,-,-
Classical hybrid approaches on a transportation problem with gas  emissions constraints,"['transportation', 'gas', 'classical', 'emissions', 'problem', 'hybrid', 'constraints', 'approaches']",8,7,0.875,"['transportation', 'gas', 'classical', 'emissions', 'problem', 'hybrid', 'approaches']",0.375,0.25,0.25,0.25,0.0,-,-,-,-,-
Anomalies in the ERG Approach,"['anomalies', 'approach', 'erg']",3,1,0.3333333333333333,['anomalies'],0.3333333333333333,0.0,0.0,0.0,-,-,-,-,-,-
Thread algebra for poly-threading,"['thread', 'algebra', 'poly-threading']",3,3,1.0,"['thread', 'algebra', 'poly-threading']",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-,-,-
"Evolution of structure of some binary group based n bit comparator,  n-to-2n decoder by reversible technique","['n-to-2n', 'technique', 'structure', 'based', 'evolution', 'group', 'comparator', 'reversible', 'decoder', 'bit', 'binary']",11,5,0.45454545454545453,"['n-to-2n', 'comparator', 'reversible', 'decoder', 'bit']",0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,-,-,-,-
Wormhole Potentials and Throats from Quasi-Normal Modes,"['quasi-normal', 'modes', 'throats', 'potentials', 'wormhole']",5,4,0.8,"['quasi-normal', 'modes', 'potentials', 'wormhole']",0.2,0.2,0.2,0.2,0.0,0.0,0.0,-,-,-
New results on Pionic Twist-3 Distribution Amplitudes within the QCD Sum  Rules,"['twist-3', 'new', 'within', 'rules', 'pionic', 'sum', 'results', 'amplitudes', 'distribution', 'qcd']",10,7,0.7,"['twist-3', 'within', 'rules', 'pionic', 'sum', 'amplitudes', 'qcd']",0.5,0.5,0.2,0.0,0.0,-,-,-,-,-
Tempered fractional Langevin-Brownian motion with inverse $\beta$-stable  subordinator,"['motion', 'langevin-brownian', 'inverse', 'subordinator', 'fractional', '-stable', 'tempered', '$\\beta$']",8,7,0.875,"['motion', 'inverse', 'subordinator', 'fractional', '-stable', 'tempered', '$\\beta$']",0.75,0.5,0.375,0.375,0.125,0.0,0.0,-,-,-
Band gap and band alignment prediction of nitride based semiconductors  using machine learning,"['learning', 'based', 'semiconductors', 'gap', 'alignment', 'machine', 'band', 'prediction', 'nitride', 'using']",10,8,0.8,"['learning', 'based', 'gap', 'alignment', 'machine', 'band', 'prediction', 'nitride']",0.5,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.0,-
Excitation of coherent optical phonons in iron garnet by femtosecond  laser pulses,"['garnet', 'iron', 'pulses', 'optical', 'laser', 'femtosecond', 'coherent', 'phonons', 'excitation']",9,7,0.7777777777777778,"['garnet', 'iron', 'optical', 'femtosecond', 'coherent', 'phonons', 'excitation']",0.5555555555555556,0.3333333333333333,0.1111111111111111,-,-,-,-,-,-,-
Explicit $\infty$-harmonic functions in high dimensions,"['functions', 'high', '$\\infty$', 'explicit', '-harmonic', 'dimensions']",6,3,0.5,"['$\\infty$', 'explicit', 'dimensions']",0.3333333333333333,0.16666666666666666,-,-,-,-,-,-,-,-
Analysis of two- and three-dimensional fractional-order Hindmarsh-Rose  type neuronal models,"['three-dimensional', 'fractional-order', 'two-', 'type', 'neuronal', 'models', 'hindmarsh-rose', 'analysis']",8,5,0.625,"['three-dimensional', 'two-', 'neuronal', 'models', 'analysis']",0.625,0.125,-,-,-,-,-,-,-,-
Sufficient observables for large scale structure in galaxy surveys,"['scale', 'structure', 'large', 'observables', 'sufficient', 'galaxy', 'surveys']",7,2,0.2857142857142857,"['observables', 'sufficient']",0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,-,-
The Use of Agricultural Robots in Orchard Management,"['robots', 'management', 'use', 'the', 'agricultural', 'orchard']",6,2,0.3333333333333333,"['management', 'agricultural']",0.3333333333333333,-,-,-,-,-,-,-,-,-
Classical Physics of Thermal Scalar Radiation in Two Spacetime  Dimensions,"['scalar', 'classical', 'radiation', 'thermal', 'spacetime', 'physics', 'two', 'dimensions']",8,8,1.0,"['scalar', 'classical', 'radiation', 'thermal', 'spacetime', 'physics', 'two', 'dimensions']",1.0,0.25,0.25,0.25,0.125,0.125,0.125,0.125,-,-
First detection of stacked X-ray emission from cosmic web filaments,"['web', 'first', 'stacked', 'filaments', 'detection', 'emission', 'cosmic', 'x-ray']",8,7,0.875,"['first', 'stacked', 'filaments', 'detection', 'emission', 'cosmic', 'x-ray']",0.625,0.625,0.375,0.375,0.125,-,-,-,-,-
ASR Context-Sensitive Error Correction Based on Microsoft N-Gram Dataset,"['dataset', 'based', 'microsoft', 'correction', 'context-sensitive', 'asr', 'n-gram', 'error']",8,7,0.875,"['dataset', 'based', 'microsoft', 'correction', 'context-sensitive', 'asr', 'error']",0.375,0.375,0.125,0.125,0.125,0.0,0.0,-,-,-
Dirac fermions in strong gravitational fields,"['strong', 'dirac', 'gravitational', 'fields', 'fermions']",5,4,0.8,"['strong', 'dirac', 'fields', 'fermions']",0.6,0.4,0.4,0.0,0.0,0.0,-,-,-,-
Double Your Views - Exploiting Symmetry in Transmission Imaging,"['symmetry', 'imaging', 'double', 'views', 'your', 'transmission', 'exploiting']",7,4,0.5714285714285714,"['symmetry', 'imaging', 'views', 'transmission']",0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,-,-,-
QoE-aware cross-layer architecture for video traffic over Internet,"['architecture', 'video', 'internet', 'cross-layer', 'traffic', 'qoe-aware']",6,6,1.0,"['architecture', 'video', 'internet', 'cross-layer', 'traffic', 'qoe-aware']",0.8333333333333334,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,-,-,-,-
"Scalar field and time varying Cosmological constant in $f(R,T)$ gravity  for Bianchi type-I Universe","['time', 'scalar', 'constant', 'type-i', 'field', 'cosmological', 'gravity', 'bianchi', '$f(R,T)$', 'varying', 'universe']",11,9,0.8181818181818182,"['scalar', 'constant', 'type-i', 'field', 'cosmological', 'gravity', 'bianchi', '$f(R,T)$', 'universe']",0.45454545454545453,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,-,-,-
Towards the Formal Reliability Analysis of Oil and Gas Pipelines,"['pipelines', 'oil', 'reliability', 'formal', 'towards', 'analysis', 'gas']",7,5,0.7142857142857143,"['oil', 'reliability', 'formal', 'towards', 'analysis']",0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,-,-,-
Cascade Seesaw for Tiny Neutrino Mass,"['cascade', 'tiny', 'mass', 'seesaw', 'neutrino']",5,4,0.8,"['tiny', 'mass', 'seesaw', 'neutrino']",0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.0,-,-
$\rho$ Meson Decays of Heavy Hybrid Mesons,"['decays', 'meson', 'hybrid', 'heavy', '$\\rho$', 'mesons']",6,4,0.6666666666666666,"['meson', 'hybrid', 'heavy', '$\\rho$']",0.6666666666666666,0.0,0.0,-,-,-,-,-,-,-
Lorentz Process with shrinking holes in a wall,"['lorentz', 'wall', 'shrinking', 'process', 'holes']",5,3,0.6,"['lorentz', 'wall', 'process']",0.6,0.4,0.2,0.0,-,-,-,-,-,-
Weak Convergence Properties of Constrained Emphatic Temporal-difference  Learning with Constant and Slowly Diminishing Stepsize,"['weak', 'temporal-difference', 'constant', 'slowly', 'learning', 'diminishing', 'emphatic', 'convergence', 'constrained', 'properties', 'stepsize']",11,10,0.9090909090909091,"['weak', 'temporal-difference', 'constant', 'learning', 'diminishing', 'emphatic', 'convergence', 'constrained', 'properties', 'stepsize']",0.36363636363636365,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.0,-,-,-
Guiding High-Performance SAT Solvers with Unsat-Core Predictions,"['high-performance', 'unsat-core', 'solvers', 'sat', 'guiding', 'predictions']",6,3,0.5,"['high-performance', 'solvers', 'sat']",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
Motion of grain boundaries incorporating dislocation structure,"['motion', 'boundaries', 'structure', 'dislocation', 'grain', 'incorporating']",6,5,0.8333333333333334,"['motion', 'boundaries', 'structure', 'dislocation', 'grain']",0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,-,-,-
Compact Policies for Fully-Observable Non-Deterministic Planning as SAT,"['planning', 'policies', 'fully-observable', 'sat', 'non-deterministic', 'compact']",6,5,0.8333333333333334,"['planning', 'policies', 'sat', 'non-deterministic', 'compact']",0.5,0.5,0.3333333333333333,0.0,-,-,-,-,-,-
Twin Paradox in de Sitter Spacetime,"['sitter', 'paradox', 'twin', 'spacetime']",4,4,1.0,"['sitter', 'paradox', 'twin', 'spacetime']",0.5,0.5,0.0,-,-,-,-,-,-,-
Amphoteric behavior of hydrogen (H+1and H-1) in complex hydrides from  van der Waals interaction included ab-initio calculation,"['amphoteric', 'h-1', 'included', 'hydrides', 'complex', 'h+1and', 'ab-initio', 'waals', 'interaction', 'behavior', 'calculation', 'hydrogen']",12,5,0.4166666666666667,"['amphoteric', 'hydrides', 'waals', 'behavior', 'hydrogen']",0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,-,-
Weaving K-frames in Hilbert Spaces,"['hilbert', 'spaces', 'k-frames', 'weaving']",4,4,1.0,"['hilbert', 'spaces', 'k-frames', 'weaving']",0.75,0.5,0.5,0.25,0.0,0.0,-,-,-,-
Potential theory of subordinate killed Brownian motion,"['subordinate', 'motion', 'theory', 'potential', 'brownian', 'killed']",6,5,0.8333333333333334,"['subordinate', 'motion', 'theory', 'brownian', 'killed']",0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-,-
"Kremer-Grest models for commodity polymer melts: Linking theory,  experiment and simulation at the Kuhn scale","['experiment', 'theory', 'scale', 'commodity', 'polymer', 'kremer-grest', 'simulation', 'models', 'melts', 'linking', 'kuhn']",11,7,0.6363636363636364,"['scale', 'commodity', 'polymer', 'kremer-grest', 'models', 'melts', 'kuhn']",0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,-,-
High-contrast spectroscopy testbed for Segmented Telescopes: instrument  overview and development progress,"['high-contrast', 'testbed', 'segmented', 'overview', 'telescopes', 'development', 'spectroscopy', 'instrument', 'progress']",9,6,0.6666666666666666,"['testbed', 'segmented', 'overview', 'telescopes', 'spectroscopy', 'instrument']",0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,-,-,-,-,-
Optimizing enzymatic catalysts for rapid turnover of substrates with low  enzyme sequestration,"['rapid', 'sequestration', 'low', 'optimizing', 'catalysts', 'enzyme', 'turnover', 'enzymatic', 'substrates']",9,2,0.2222222222222222,"['sequestration', 'low']",0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,-,-,-
Traces of singular values of Hauptmoduln,"['hauptmoduln', 'values', 'singular', 'traces']",4,2,0.5,"['values', 'traces']",0.5,0.25,0.0,0.0,0.0,-,-,-,-,-
Non-linear Pattern Matching with Backtracking for Non-free Data Types,"['types', 'pattern', 'non-linear', 'non-free', 'backtracking', 'matching', 'data']",7,7,1.0,"['types', 'pattern', 'non-linear', 'non-free', 'backtracking', 'matching', 'data']",1.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,-,-,-
Final state interaction effects in exclusive electrodisintegration of  the deuteron,"['final', 'effects', 'electrodisintegration', 'state', 'deuteron', 'interaction', 'exclusive']",7,6,0.8571428571428571,"['final', 'electrodisintegration', 'state', 'deuteron', 'interaction', 'exclusive']",0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,-,-,-,-,-
Quantum symmetries and exceptional collections,"['exceptional', 'symmetries', 'collections', 'quantum']",4,2,0.5,"['symmetries', 'quantum']",0.5,0.0,-,-,-,-,-,-,-,-
Asymptotics of first-passage percolation on 1-dimensional graphs,"['graphs', '1-dimensional', 'first-passage', 'percolation', 'asymptotics']",5,4,0.8,"['graphs', '1-dimensional', 'first-passage', 'percolation']",0.6,0.2,0.2,0.0,0.0,0.0,0.0,-,-,-
Hallucinating IDT Descriptors and I3D Optical Flow Features for Action  Recognition with CNNs,"['idt', 'descriptors', 'flow', 'optical', 'action', 'hallucinating', 'recognition', 'cnns', 'i3d', 'features']",10,8,0.8,"['idt', 'flow', 'optical', 'action', 'recognition', 'cnns', 'i3d', 'features']",0.4,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,-
Energy dependence of kaon-to-proton ratio fluctuations in central Pb+Pb  collisions from $\sqrt{s_{NN}}$ = 6.3 to 17.3 GeV,"['ratio', 'dependence', 'fluctuations', 'kaon-to-proton', 'energy', 'collisions', 'central', 'pb+pb', '$\\sqrt{s_{NN}}$', 'gev', '6.3', '17.3']",12,6,0.5,"['fluctuations', 'central', '$\\sqrt{s_{NN}}$', 'gev', '6.3', '17.3']",0.5,0.0,0.0,0.0,0.0,-,-,-,-,-
Visual TASK: A Collaborative Cognitive Aid for Acute Care Resuscitation,"['a', 'care', 'aid', 'cognitive', 'task', 'visual', 'collaborative', 'acute', 'resuscitation']",9,7,0.7777777777777778,"['aid', 'cognitive', 'task', 'visual', 'collaborative', 'acute', 'resuscitation']",0.5555555555555556,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,-
"Tevatron Asymmetry of Tops in a W',Z' Model","['tevatron', 'w', 'asymmetry', 'z', 'model', 'tops']",6,2,0.3333333333333333,"['asymmetry', 'model']",0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,-,-,-,-
On the model-dependence of the relation between minimum-bias and  inelastic proton-proton cross sections,"['sections', 'cross', 'relation', 'on', 'inelastic', 'model-dependence', 'minimum-bias', 'proton-proton']",8,8,1.0,"['sections', 'cross', 'relation', 'on', 'inelastic', 'model-dependence', 'minimum-bias', 'proton-proton']",0.875,0.25,0.25,0.25,0.125,0.0,-,-,-,-
Synchronization of spatio-temporal chaos as an absorbing phase  transition: a study in 2+1 dimensions,"['synchronization', 'spatio-temporal', 'transition', 'phase', 'study', '2+1', 'dimensions', 'chaos', 'absorbing']",9,5,0.5555555555555556,"['synchronization', 'transition', '2+1', 'dimensions', 'absorbing']",0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-,-,-,-,-
Wake Effects on Drift in Two-Dimensional Inviscid Incompressible Flows,"['wake', 'flows', 'effects', 'inviscid', 'incompressible', 'drift', 'two-dimensional']",7,4,0.5714285714285714,"['wake', 'inviscid', 'incompressible', 'drift']",0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,-,-
The Nullity Theorem for Principal Pivot Transform,"['principal', 'the', 'theorem', 'nullity', 'transform', 'pivot']",6,5,0.8333333333333334,"['principal', 'theorem', 'nullity', 'transform', 'pivot']",0.5,0.5,0.3333333333333333,0.0,-,-,-,-,-,-
A Benchmark for Sparse Coding: When Group Sparsity Meets Rank  Minimization,"['a', 'sparsity', 'minimization', 'coding', 'benchmark', 'when', 'group', 'meets', 'sparse', 'rank']",10,6,0.6,"['sparsity', 'minimization', 'coding', 'benchmark', 'sparse', 'rank']",0.4,0.2,0.0,-,-,-,-,-,-,-
Architectural Design Alternatives based on Cloud/Edge/Fog Computing for  Connected Vehicles,"['architectural', 'vehicles', 'based', 'alternatives', 'design', 'computing', 'connected', 'cloud/edge/fog']",8,7,0.875,"['architectural', 'vehicles', 'based', 'alternatives', 'design', 'computing', 'cloud/edge/fog']",0.75,0.625,0.5,0.25,0.125,0.125,0.125,-,-,-
Counting the number of trigonal curves of genus 5 over finite fields,"['trigonal', 'finite', 'counting', 'curves', 'genus', 'fields', '5', 'number']",8,6,0.75,"['trigonal', 'finite', 'curves', 'genus', '5', 'number']",0.5,0.5,0.375,-,-,-,-,-,-,-
A comprehensive approach to new physics simulations,"['a', 'new', 'simulations', 'comprehensive', 'approach', 'physics']",6,3,0.5,"['new', 'approach', 'physics']",0.5,0.16666666666666666,0.0,-,-,-,-,-,-,-
Friedmann-Robertson-Walker Models with Late-Time Acceleration,"['acceleration', 'late-time', 'models', 'friedmann-robertson-walker']",4,3,0.75,"['acceleration', 'late-time', 'models']",0.5,0.5,-,-,-,-,-,-,-,-
Double MRT Thermal Lattice Boltzmann Method for Simulating Natural  Convection of Low Prandtl Number Fluids,"['convection', 'prandtl', 'low', 'fluids', 'double', 'thermal', 'natural', 'lattice', 'simulating', 'boltzmann', 'mrt', 'method', 'number']",13,10,0.7692307692307693,"['convection', 'prandtl', 'low', 'double', 'thermal', 'natural', 'lattice', 'boltzmann', 'method', 'number']",0.5384615384615384,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,-,-
An all-optical feedback assisted steady state of an optomechanical array,"['steady', 'assisted', 'optomechanical', 'state', 'array', 'an', 'feedback', 'all-optical']",8,5,0.625,"['steady', 'optomechanical', 'state', 'feedback', 'all-optical']",0.5,0.25,0.125,0.125,0.0,-,-,-,-,-
